ブランド,モデル,e-bike,ステータス,取扱店舗,住所,種別,サイズ,料金_3時間,料金_1日,料金_2日間,料金_3日間,料金_7日間,料金_14日間,料金_30日間,備考
Brompton,M6R,,貸出可能,RINCLE広島尾道駅店/LORO CYCLEWORKS ONOMICHI,広島県尾道市土堂1-2-12 尾道商店街内,ミニベロ/折りたたみ,145~185cm,3850,5500,9900,12400,13500,15500,18000,
Brompton,P6E,,貸出可能,RINCLE広島尾道駅店/LORO CYCLEWORKS ONOMICHI,広島県尾道市土堂1-2-12 尾道商店街内,ミニベロ/折りたたみ,145~185cm,3850,5500,9900,12400,13500,15500,18000,
Brompton,S6L,,貸出可能,RINCLE広島尾道駅店/LORO CYCLEWORKS ONOMICHI,広島県尾道市土堂1-2-12 尾道商店街内,ミニベロ/折りたたみ,145~185cm,3850,5500,9900,12400,13500,15500,18000,
Birdy,CLASSIC,,貸出可能,RINCLE広島尾道駅店/LORO CYCLEWORKS ONOMICHI,広島県尾道市土堂1-2-12 尾道商店街内,ミニベロ/折りたたみ,145~185cm,3850,5500,9900,12400,13500,15500,18000,
TREK,Domane SL 6 Gen 4,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,ロードバイク,52(166 - 172 cm),4950,7700,,,,,,
TREK,FX 3 Gen 4,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,S(155 - 165 cm),3300,3850,,,,,,
TREK,FX 3 Gen 4,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,M(165 - 175 cm),3300,3850,,,,,,
TREK,FX 3 Gen 4,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,L(175 - 185 cm),3300,3850,,,,,,
TREK,Domane AL 4 Gen 3,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,ロードバイク,49(156 - 165 cm),3850,5500,8800,13200,,,,
TREK,Domane+ AL 5,e-bike,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,ロードバイク,49(156 - 165 cm),5500,7700,12100,18700,,,,
TREK,FX+ 2,e-bike,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,M(165 - 175 cm),3850,7150,11000,15400,25300,,,
TREK,Allant+ 8 Stagger,e-bike,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,S(155 - 165 cm),3850,7150,11000,15400,25300,,,
TREK,Powerfly 5,e-bike,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,マウンテンバイク,M(165 - 175 cm),5500,8250,12100,18700,27500,,,
TREK,Madone SL 6 Gen 8,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,ロードバイク,M(166 - 177 cm),4950,7700,,,,,,
TREK,FX 2 Disc Gen 3,,貸出可能,RINCLE 広島福山店 / サイクルハウス ケンズ,広島県福山市三吉町1丁目4-6,クロスバイク,M(165 - 175 cm),3300,3850,5500,8250,15400,,,
BIANCHI,IMOLA TIAGRA 2×10SPEED,,貸出可能,RINCLE 広島駅店/BICIAMORE 広島店,広島県広島県広島市東区愛宕町4-1 正岡ビル 101,ロードバイク,440(目安：約154~162cm),3850,5500,8800,13200,22000,30800,44000,
BIANCHI,VIA NIRONE 105 2×10SPEED,,貸出可能,RINCLE 広島駅店/BICIAMORE 広島店,広島県広島県広島市東区愛宕町4-1 正岡ビル 101,ロードバイク,500(目安：約164~172cm),3850,5500,8800,13200,22000,30800,44000,
CANNONDALE,CAAD8 TIAGRA 2×10SPEED,,貸出可能,RINCLE 広島駅店/BICIAMORE 広島店,広島県広島県広島市東区愛宕町4-1 正岡ビル 101,ロードバイク,540(目安：約173~181cm),3850,5500,8800,13200,22000,30800,44000,
